"date_time","logger","logger_id","logger_model","year_tracked","year_deployed","year_retrieved","ring_number","euring_code","species","colony","lon_raw","lat_raw","lon_smooth1","lat_smooth1","lon_smooth2","lat_smooth2","disttocol_s2","eqfilter1","eqfilter2","eqfilter3","lat_smooth2_eqfilt3","sex","morph","subspecies","age","col_lon","col_lat","tfirst","tsecond","twl_type","conf","sun","software","light_threshold","analyzer","data_responsible","logger_yeartracked","posdata_file","session_id"
"2015-08-06 11:45:00","C406_mk4083","C406","mk4083","2015_16",2015,2016,6136807,"NOS","Black-legged kittiwake","Sklinna",5.23241380127632,66.2533294161721,7.98945298555256,65.3641686144517,7.28197376440835,66.0060140715834,192.504687040734,1,1,1,66.0060140715834,NA,NA,NA,"adult_unknown",10.995,65.202,"2015-08-06 02:01:00","2015-08-06 21:29:00",1,9,-3.25,"Biotrack",1,"VS_Bråthen","SH_Lorentsen","C406_mk4083_2015_16","posdata_RISTRI_sklinna_2016","B1263_2016-01-01"
"2015-08-06 23:34:30","C406_mk4083","C406","mk4083","2015_16",2015,2016,6136807,"NOS","Black-legged kittiwake","Sklinna",7.84371145719763,67.0355642628386,6.53806262923698,66.6444468395053,7.61880014675418,66.7815426101279,232.70136606425,1,1,1,66.7815426101279,NA,NA,NA,"adult_unknown",10.995,65.202,"2015-08-06 21:29:00","2015-08-07 01:40:00",2,9,-3.25,"Biotrack",1,"VS_Bråthen","SH_Lorentsen","C406_mk4083_2015_16","posdata_RISTRI_sklinna_2016","B1263_2016-01-01"
"2015-08-07 11:27:30","C406_mk4083","C406","mk4083","2015_16",2015,2016,6136807,"NOS","Black-legged kittiwake","Sklinna",9.57894630475806,66.786777975993,8.71132888097785,66.9111711194158,9.11060034707334,66.8811157859346,205.161319267138,1,1,1,66.8811157859346,NA,NA,NA,"adult_unknown",10.995,65.202,"2015-08-07 01:40:00","2015-08-07 21:15:00",1,9,-3.25,"Biotrack",1,"VS_Bråthen","SH_Lorentsen","C406_mk4083_2015_16","posdata_RISTRI_sklinna_2016","B1263_2016-01-01"
"2015-08-07 23:28:00","C406_mk4083","C406","mk4083","2015_16",2015,2016,6136807,"NOS","Black-legged kittiwake","Sklinna",9.43880476522975,66.9133384414909,9.5088755349939,66.850058208742,10.8935905072743,66.5395122913719,148.795950082975,1,1,1,66.5395122913719,NA,NA,NA,"adult_unknown",10.995,65.202,"2015-08-07 21:15:00","2015-08-08 01:41:00",2,9,-3.25,"Biotrack",1,"VS_Bråthen","SH_Lorentsen","C406_mk4083_2015_16","posdata_RISTRI_sklinna_2016","B1263_2016-01-01"
"2015-08-08 11:05:30","C406_mk4083","C406","mk4083","2015_16",2015,2016,6136807,"NOS","Black-legged kittiwake","Sklinna",15.0481971302541,65.5207604517243,12.2435009477419,66.2170494466076,14.0302747142799,66.0336089193982,167.196426207752,1,1,1,66.0336089193982,NA,NA,NA,"adult_unknown",10.995,65.202,"2015-08-08 01:41:00","2015-08-08 20:30:00",1,9,-3.25,"Biotrack",1,"VS_Bråthen","SH_Lorentsen","C406_mk4083_2015_16","posdata_RISTRI_sklinna_2016","B1263_2016-01-01"
"2015-08-08 22:59:30","C406_mk4083","C406","mk4083","2015_16",2015,2016,6136807,"NOS","Black-legged kittiwake","Sklinna",16.5319830821435,66.1388226145109,15.7900901061988,65.8297915331176,16.0916139442092,66.0468484440492,251.96438366654,1,1,1,66.0468484440492,NA,NA,NA,"adult_unknown",10.995,65.202,"2015-08-08 20:30:00","2015-08-09 01:29:00",2,9,-3.25,"Biotrack",1,"VS_Bråthen","SH_Lorentsen","C406_mk4083_2015_16","posdata_RISTRI_sklinna_2016","B1263_2016-01-01"
"2015-08-09 11:00:30","C406_mk4083","C406","mk4083","2015_16",2015,2016,6136807,"NOS","Black-legged kittiwake","Sklinna",16.2646515479553,66.3877903774178,16.3983173150494,66.2633064959643,15.3182411019547,66.0591660407664,220.004967057041,1,1,1,66.0591660407664,NA,NA,NA,"adult_unknown",10.995,65.202,"2015-08-09 01:29:00","2015-08-09 20:32:00",1,9,-3.25,"Biotrack",1,"VS_Bråthen","SH_Lorentsen","C406_mk4083_2015_16","posdata_RISTRI_sklinna_2016","B1263_2016-01-01"
"2015-08-09 23:16:30","C406_mk4083","C406","mk4083","2015_16",2015,2016,6136807,"NOS","Black-legged kittiwake","Sklinna",12.2466905226889,65.3074012907859,14.2556710353221,65.8475958341018,13.0516244163575,65.6920380895464,109.53363086762,1,1,1,65.6920380895464,NA,NA,NA,"adult_unknown",10.995,65.202,"2015-08-09 20:32:00","2015-08-10 02:01:00",2,9,-3.25,"Biotrack",1,"VS_Bråthen","SH_Lorentsen","C406_mk4083_2015_16","posdata_RISTRI_sklinna_2016","B1263_2016-01-01"
"2015-08-10 11:19:30","C406_mk4083","C406","mk4083","2015_16",2015,2016,6136807,"NOS","Black-legged kittiwake","Sklinna",11.4781012189052,65.7468059637787,11.8623958707971,65.5271036272823,11.8841367296864,65.7504770687539,73.5073341775687,1,1,1,65.7504770687539,NA,NA,NA,"adult_unknown",10.995,65.202,"2015-08-10 02:01:00","2015-08-10 20:38:00",1,9,-3.25,"Biotrack",1,"VS_Bråthen","SH_Lorentsen","C406_mk4083_2015_16","posdata_RISTRI_sklinna_2016","B1263_2016-01-01"
"2015-08-10 23:16:00","C406_mk4083","C406","mk4083","2015_16",2015,2016,6136807,"NOS","Black-legged kittiwake","Sklinna",12.334413175944,66.2008887703284,11.9062571974246,65.9738473670535,12.2700845866034,66.085027281039,114.27527908674,1,1,1,66.085027281039,NA,NA,NA,"adult_unknown",10.995,65.202,"2015-08-10 20:38:00","2015-08-11 01:54:00",2,9,-3.25,"Biotrack",1,"VS_Bråthen","SH_Lorentsen","C406_mk4083_2015_16","posdata_RISTRI_sklinna_2016","B1263_2016-01-01"
